point_id,latitude,longitude,roughness_score,condition
00000,40.0915144,-86.073612,1.9,Glass
00001,40.091505,-86.072439,4.4,Glass
00002,40.0924059,-86.0724268,9.7,Glass
00003,40.0896845,-86.0701177,3.8,Glass
00004,40.0905854,-86.0701054,9.1,Glass
00005,40.0914862,-86.0700932,14.4,Glass
00006,40.0896751,-86.0689448,4.7,Glass
00007,40.0905759,-86.0689325,10.0,Glass
00008,40.0914768,-86.0689203,15.3,Glass
00009,40.087864,-86.0677965,2.1,Glass
00010,40.0896657,-86.0677719,2.5,Glass
00011,40.0905665,-86.0677596,7.8,Glass
00012,40.0914673,-86.0677473,13.1,Glass
00013,40.0923682,-86.067735,0.8,Glass
00014,40.0878545,-86.0666236,1.3,Glass
00015,40.0887554,-86.0666113,6.6,Glass
00016,40.0896562,-86.066599,11.9,Glass
00017,40.0905571,-86.0665867,17.2,Glass
00018,40.0860434,-86.0654754,0.2,Glass
00019,40.0869442,-86.0654631,5.5,Glass
00020,40.0878451,-86.0654508,10.8,Glass
00021,40.0887459,-86.0654384,16.0,Glass
00022,40.0896468,-86.0654261,21.3,Glass
00023,40.0905476,-86.0654138,26.6,Glass
00024,40.0824305,-86.0643519,0.4,Glass
00025,40.0833314,-86.0643396,5.7,Glass
00026,40.0842322,-86.0643272,11.0,Glass
00027,40.0851331,-86.0643149,16.3,Glass
00028,40.0860339,-86.0643026,21.6,Glass
00029,40.0869347,-86.0642902,26.9,Glass
00030,40.0878356,-86.0642779,2.6,Glass
00031,40.0815202,-86.0631915,0.6,Glass
00032,40.082421,-86.0631791,5.9,Glass
00033,40.0833219,-86.0631668,11.2,Glass
00034,40.0842227,-86.0631544,16.5,Glass
00035,40.0851236,-86.0631421,21.8,Glass
00036,40.0779073,-86.0620682,1.2,Glass
00037,40.0815107,-86.0620187,4.9,Glass
00038,40.0824115,-86.0620064,10.2,Glass
00039,40.0787987,-86.0608831,2.1,Glass
00040,40.0796995,-86.0608707,7.4,Glass
00041,40.0806003,-86.0608584,12.7,Glass
00042,40.0815012,-86.060846,18.0,Glass
00043,40.0769874,-86.0597352,2.9,Glass
00044,40.0778883,-86.0597228,8.2,Glass
00045,40.0787891,-86.0597104,13.5,Glass
00046,40.07969,-86.059698,18.8,Glass
00047,40.0805908,-86.0596856,24.1,Glass
00048,40.0814917,-86.0596732,29.4,Glass
00049,40.0760771,-86.0585749,1.3,Glass
00050,40.0769779,-86.0585625,3.6,Glass
00051,40.0778788,-86.0585501,8.8,Glass
00052,40.0787796,-86.0585377,14.1,Glass
00053,40.073365,-86.0574395,0.3,Glass
00054,40.0751667,-86.0574147,0.7,Glass
00055,40.0760675,-86.0574023,6.0,Glass
00056,40.0769684,-86.0573899,11.3,Glass
00057,40.0778692,-86.0573774,16.6,Glass
00058,40.0742563,-86.0562545,3.3,Glass
00059,40.0751571,-86.0562421,8.6,Glass
00060,40.076058,-86.0562296,13.9,Glass
00061,40.0769588,-86.0562172,19.2,Glass
00062,40.0778597,-86.0562047,24.5,Glass
00063,40.0742467,-86.0550819,0.8,Glass
00064,40.0751476,-86.0550694,6.1,Glass
00065,40.0760484,-86.055057,11.4,Glass
00066,40.075138,-86.0538968,4.2,Glass
00067,40.0760389,-86.0538843,9.4,Glass
00068,40.0742276,-86.0527366,1.9,Glass
00069,40.0751284,-86.0527241,7.2,Glass
00070,40.0760293,-86.0527117,12.5,Glass
00071,40.0769301,-86.0526992,17.7,Glass
00072,40.0733171,-86.0515765,4.5,Glass
00073,40.074218,-86.051564,9.8,Glass
00074,40.0751188,-86.0515515,15.1,Glass
00075,40.0760197,-86.051539,20.4,Glass
00076,40.0769205,-86.0515265,25.7,Glass
00077,40.0778214,-86.051514,31.0,Glass
00078,40.0787222,-86.0515015,36.3,Moderate
00079,40.0733075,-86.0504039,3.4,Glass
00080,40.0742084,-86.0503914,8.7,Glass
00081,40.0751092,-86.0503789,14.0,Glass
00082,40.0760101,-86.0503664,19.3,Glass
00083,40.0769109,-86.0503538,24.6,Glass
00084,40.0778118,-86.0503413,29.9,Glass
00085,40.0787126,-86.0503288,35.1,Moderate
00086,40.0805143,-86.0503038,0.4,Glass
00087,40.0732979,-86.0492313,2.3,Glass
00088,40.0741988,-86.0492188,7.6,Glass
00089,40.0750996,-86.0492062,12.8,Glass
00090,40.0760005,-86.0491937,18.1,Glass
00091,40.0769013,-86.0491812,23.4,Glass
00092,40.0778021,-86.0491686,28.7,Glass
00093,40.078703,-86.0491561,34.0,Moderate
00094,40.0814055,-86.0491185,1.1,Glass
00095,40.084108,-86.0490809,1.7,Glass
00096,40.0850089,-86.0490684,2.1,Glass
00097,40.0732883,-86.0480587,1.1,Glass
00098,40.0741891,-86.0480461,6.4,Glass
00099,40.07509,-86.0480336,11.7,Glass
00100,40.0759908,-86.048021,17.0,Glass
00101,40.0768917,-86.0480085,22.3,Glass
00102,40.0777925,-86.047996,27.6,Glass
00103,40.0786934,-86.0479834,32.9,Glass
00104,40.0795942,-86.0479709,38.2,Moderate
00105,40.080495,-86.0479583,43.5,Moderate
00106,40.0822967,-86.0479332,1.3,Glass
00107,40.0831976,-86.0479207,6.6,Glass
00108,40.0840984,-86.0479081,11.8,Glass
00109,40.0849993,-86.0478956,17.1,Glass
00110,40.114727,-86.0474811,2.1,Glass
00111,40.0732786,-86.0468861,3.1,Glass
00112,40.0741795,-86.0468735,8.4,Glass
00113,40.0750803,-86.046861,13.7,Glass
00114,40.0759812,-86.0468484,19.0,Glass
00115,40.076882,-86.0468358,24.3,Glass
00116,40.0777829,-86.0468233,29.6,Glass
00117,40.0786837,-86.0468107,34.9,Moderate
00118,40.0795846,-86.0467981,40.2,Moderate
00119,40.0804854,-86.0467856,45.5,Moderate
00120,40.0813862,-86.046773,50.7,Moderate
00121,40.0822871,-86.0467605,56.0,Moderate
00122,40.0831879,-86.0467479,61.3,Moderate
00123,40.0840888,-86.0467353,66.6,Rough
00124,40.0849896,-86.0467228,71.9,Rough
00125,40.0858904,-86.0467102,77.2,Rough
00126,40.1138165,-86.0463204,0.7,Glass
00127,40.073269,-86.0457135,1.2,Glass
00128,40.0741698,-86.0457009,6.5,Glass
00129,40.0750707,-86.0456883,11.8,Glass
00130,40.0759715,-86.0456757,17.1,Glass
00131,40.0768724,-86.0456632,22.4,Glass
00132,40.0777732,-86.0456506,27.7,Glass
00133,40.0786741,-86.045638,33.0,Glass
00134,40.0795749,-86.0456254,38.3,Moderate
00135,40.0804757,-86.0456129,43.5,Moderate
00136,40.0813766,-86.0456003,48.8,Moderate
00137,40.0822774,-86.0455877,54.1,Moderate
00138,40.0831783,-86.0455751,59.4,Moderate
00139,40.0840791,-86.0455625,64.7,Moderate
00140,40.0849799,-86.04555,70.0,Rough
00141,40.0858808,-86.0455374,75.3,Rough
00142,40.0867816,-86.0455248,80.6,Rough
00143,40.0885833,-86.0454996,3.3,Glass
00144,40.1047984,-86.045273,3.6,Glass
00145,40.112906,-86.0451597,2.1,Glass
00146,40.1138068,-86.0451471,7.4,Glass
00147,40.0768627,-86.0444905,3.2,Glass
00148,40.0777635,-86.0444779,8.5,Glass
00149,40.0786644,-86.0444653,13.8,Glass
00150,40.0795652,-86.0444527,19.1,Glass
00151,40.0804661,-86.0444401,24.4,Glass
00152,40.0813669,-86.0444275,29.6,Glass
00153,40.0822678,-86.0444149,34.9,Moderate
00154,40.0831686,-86.0444023,40.2,Moderate
00155,40.0840694,-86.0443897,45.5,Moderate
00156,40.0849703,-86.0443772,50.8,Moderate
00157,40.0858711,-86.0443646,56.1,Moderate
00158,40.086772,-86.044352,61.4,Moderate
00159,40.0876728,-86.0443394,66.7,Rough
00160,40.0930778,-86.0442638,2.8,Glass
00161,40.1083921,-86.0440494,0.2,Glass
00162,40.1092929,-86.0440368,5.5,Glass
00163,40.1119955,-86.043999,1.0,Glass
00164,40.1128963,-86.0439864,6.3,Glass
00165,40.076853,-86.0433178,5.0,Glass
00166,40.0777539,-86.0433052,10.3,Glass
00167,40.0786547,-86.0432926,15.6,Glass
00168,40.0795555,-86.04328,20.8,Glass
00169,40.0804564,-86.0432674,26.1,Glass
00170,40.0813572,-86.0432548,31.4,Glass
00171,40.0822581,-86.0432422,36.7,Moderate
00172,40.0831589,-86.0432296,42.0,Moderate
00173,40.0840598,-86.043217,47.3,Moderate
00174,40.0849606,-86.0432043,52.6,Moderate
00175,40.0858614,-86.0431917,57.9,Moderate
00176,40.0867623,-86.0431791,63.2,Moderate
00177,40.0921673,-86.0431034,0.8,Glass
00178,40.0930682,-86.0430908,6.1,Glass
00179,40.093969,-86.0430782,11.4,Glass
00180,40.099374,-86.0430025,0.5,Glass
00181,40.1074816,-86.0428889,1.0,Glass
00182,40.1083824,-86.0428762,6.2,Glass
00183,40.1092833,-86.0428636,11.5,Glass
00184,40.1101841,-86.042851,16.8,Glass
00185,40.1110849,-86.0428384,22.1,Glass
00186,40.1119858,-86.0428257,27.4,Glass
00187,40.0768433,-86.0421452,2.7,Glass
00188,40.0777442,-86.0421325,8.0,Glass
00189,40.078645,-86.0421199,13.3,Glass
00190,40.0795459,-86.0421073,18.6,Glass
00191,40.0804467,-86.0420947,23.9,Glass
00192,40.0813475,-86.0420821,29.1,Glass
00193,40.0822484,-86.0420694,34.4,Moderate
00194,40.0831492,-86.0420568,1.7,Glass
00195,40.0840501,-86.0420442,7.0,Glass
00196,40.0849509,-86.0420315,12.3,Glass
00197,40.0858517,-86.0420189,17.6,Glass
00198,40.0867526,-86.0420063,22.9,Glass
00199,40.0876534,-86.0419937,28.2,Glass
00200,40.0885543,-86.041981,33.4,Moderate
00201,40.0903559,-86.0419558,1.9,Glass
00202,40.0921576,-86.0419305,4.3,Glass
00203,40.0930585,-86.0419179,9.6,Glass
00204,40.0939593,-86.0419052,14.9,Glass
00205,40.0993643,-86.0418294,1.7,Glass
00206,40.1002652,-86.0418168,2.5,Glass
00207,40.101166,-86.0418042,7.8,Glass
00208,40.1020669,-86.0417915,13.1,Glass
00209,40.1029677,-86.0417789,18.4,Glass
00210,40.1047694,-86.0417536,5.0,Glass
00211,40.1074719,-86.0417157,2.3,Glass
00212,40.1083727,-86.041703,7.6,Glass
00213,40.1092736,-86.0416904,12.9,Glass
00214,40.1101744,-86.0416777,18.2,Glass
00215,40.1110752,-86.0416651,23.5,Glass
00216,40.0786353,-86.0409472,3.2,Glass
00217,40.0795362,-86.0409346,8.5,Glass
00218,40.080437,-86.040922,13.8,Glass
00219,40.0813378,-86.0409093,19.1,Glass
00220,40.0822387,-86.0408967,24.4,Glass
00221,40.0840404,-86.0408714,0.2,Glass
00222,40.0849412,-86.0408587,5.5,Glass
00223,40.085842,-86.0408461,10.8,Glass
00224,40.0867429,-86.0408335,16.1,Glass
00225,40.0876437,-86.0408208,21.4,Glass
00226,40.0885446,-86.0408082,26.7,Glass
00227,40.0894454,-86.0407955,31.9,Glass
00228,40.0903462,-86.0407829,37.2,Moderate
00229,40.0912471,-86.0407702,2.4,Glass
00230,40.0921479,-86.0407576,7.7,Glass
00231,40.0930488,-86.0407449,13.0,Glass
00232,40.0939496,-86.0407323,18.3,Glass
00233,40.0948504,-86.0407196,23.6,Glass
00234,40.0984538,-86.040669,0.0,Glass
00235,40.0993546,-86.0406564,5.3,Glass
00236,40.1002555,-86.0406437,10.6,Glass
00237,40.1011563,-86.0406311,15.9,Glass
00238,40.1020571,-86.0406184,21.2,Glass
00239,40.102958,-86.0406058,26.5,Glass
00240,40.1038588,-86.0405931,31.7,Glass
00241,40.1056605,-86.0405678,3.4,Glass
00242,40.1065613,-86.0405551,8.7,Glass
00243,40.1074622,-86.0405425,14.0,Glass
00244,40.108363,-86.0405298,19.3,Glass
00245,40.1092638,-86.0405172,24.6,Glass
00246,40.1101647,-86.0405045,29.9,Glass
00247,40.0813281,-86.0397366,1.5,Glass
00248,40.082229,-86.0397239,6.8,Glass
00249,40.0831298,-86.0397113,12.1,Glass
00250,40.0849315,-86.0396859,3.2,Glass
00251,40.0858323,-86.0396733,8.5,Glass
00252,40.0867332,-86.0396606,13.8,Glass
00253,40.087634,-86.039648,19.1,Glass
00254,40.0885348,-86.0396353,24.4,Glass
00255,40.0894357,-86.0396226,29.7,Glass
00256,40.0903365,-86.03961,35.0,Moderate
00257,40.0912374,-86.0395973,2.1,Glass
00258,40.0921382,-86.0395847,7.4,Glass
00259,40.093039,-86.039572,12.7,Glass
00260,40.0939399,-86.0395593,18.0,Glass
00261,40.0948407,-86.0395467,23.2,Glass
00262,40.0957416,-86.039534,28.5,Glass
00263,40.0966424,-86.0395213,33.8,Moderate
00264,40.0984441,-86.039496,2.0,Glass
00265,40.0993449,-86.0394833,7.3,Glass
00266,40.1002457,-86.0394707,12.6,Glass
00267,40.1011466,-86.039458,17.8,Glass
00268,40.1020474,-86.0394453,23.1,Glass
00269,40.1029483,-86.0394326,28.4,Glass
00270,40.1038491,-86.03942,33.7,Moderate
00271,40.1047499,-86.0394073,39.0,Moderate
00272,40.1056508,-86.0393946,44.3,Moderate
00273,40.1065516,-86.039382,49.6,Moderate
00274,40.1074524,-86.0393693,54.9,Moderate
00275,40.1083533,-86.0393566,60.2,Moderate
00276,40.1092541,-86.0393439,65.5,Moderate
00277,40.1101549,-86.0393313,70.8,Rough
00278,40.0804175,-86.0385765,2.1,Glass
00279,40.0831201,-86.0385385,4.4,Glass
00280,40.0840209,-86.0385258,9.7,Glass
00281,40.0849218,-86.0385131,0.5,Glass
00282,40.0858226,-86.0385005,5.8,Glass
00283,40.0867234,-86.0384878,11.1,Glass
00284,40.0876243,-86.0384751,16.4,Glass
00285,40.0885251,-86.0384624,21.7,Glass
00286,40.0894259,-86.0384498,27.0,Glass
00287,40.0921285,-86.0384117,4.4,Glass
00288,40.094831,-86.0383737,4.8,Glass
00289,40.0957318,-86.038361,10.1,Glass
00290,40.0966327,-86.0383483,15.3,Glass
00291,40.0975335,-86.0383356,20.6,Glass
00292,40.0984343,-86.038323,25.9,Glass
00293,40.0993352,-86.0383103,31.2,Glass
00294,40.100236,-86.0382976,36.5,Moderate
00295,40.1011368,-86.0382849,41.8,Moderate
00296,40.1020377,-86.0382722,47.1,Moderate
00297,40.1029385,-86.0382595,52.4,Moderate
00298,40.1038394,-86.0382469,57.7,Moderate
00299,40.1047402,-86.0382342,63.0,Moderate
00300,40.105641,-86.0382215,68.3,Rough
00301,40.1065419,-86.0382088,73.5,Rough
00302,40.1074427,-86.0381961,78.8,Rough
00303,40.1083435,-86.0381834,84.1,Rough
00304,40.1092444,-86.0381707,89.4,Rough
00305,40.1101452,-86.038158,94.7,Rough
00306,40.111046,-86.0381453,100.0,Rough
00307,40.0831103,-86.0373657,1.7,Glass
00308,40.0840112,-86.037353,7.0,Glass
00309,40.0939204,-86.0372134,1.0,Glass
00310,40.0948212,-86.0372007,6.3,Glass
00311,40.0957221,-86.037188,11.6,Glass
00312,40.0966229,-86.0371753,16.9,Glass
00313,40.0975238,-86.0371626,22.1,Glass
00314,40.0984246,-86.0371499,27.4,Glass
00315,40.0993254,-86.0371372,32.7,Glass
00316,40.1002263,-86.0371245,38.0,Moderate
00317,40.1011271,-86.0371118,43.3,Moderate
00318,40.1020279,-86.0370991,0.9,Glass
00319,40.1029288,-86.0370864,6.2,Glass
00320,40.1038296,-86.0370737,11.5,Glass
00321,40.1047304,-86.037061,16.8,Glass
00322,40.1056313,-86.0370483,22.1,Glass
00323,40.1065321,-86.0370356,27.4,Glass
00324,40.1092346,-86.0369975,3.7,Glass
00325,40.1101355,-86.0369848,9.0,Glass
00326,40.1110363,-86.0369721,14.3,Glass
00327,40.0812989,-86.0362183,0.1,Glass
00328,40.0821997,-86.0362056,5.4,Glass
00329,40.0831006,-86.0361929,10.7,Glass
00330,40.0840014,-86.0361802,16.0,Glass
00331,40.0849023,-86.0361675,21.3,Glass
00332,40.0930098,-86.0360532,0.8,Glass
00333,40.0939106,-86.0360405,6.1,Glass
00334,40.0948115,-86.0360277,11.4,Glass
00335,40.0957123,-86.036015,16.7,Glass
00336,40.0966132,-86.0360023,22.0,Glass
00337,40.097514,-86.0359896,27.3,Glass
00338,40.0984148,-86.0359769,32.6,Glass
00339,40.0993157,-86.0359642,37.9,Moderate
00340,40.1020182,-86.035926,0.8,Glass
00341,40.102919,-86.0359133,6.1,Glass
00342,40.1038199,-86.0359006,11.4,Glass
00343,40.1047207,-86.0358879,16.7,Glass
00344,40.1056215,-86.0358752,22.0,Glass
00345,40.1092249,-86.0358243,0.4,Glass
00346,40.1101257,-86.0358116,5.7,Glass
00347,40.1110265,-86.0357988,11.0,Glass
00348,40.1119274,-86.0357861,16.3,Glass
00349,40.1164315,-86.0357225,0.7,Glass
00350,40.1173324,-86.0357098,6.0,Glass
00351,40.1209357,-86.0356589,2.4,Glass
00352,40.0830908,-86.0350202,2.7,Glass
00353,40.0839917,-86.0350075,8.0,Glass
00354,40.0939009,-86.0348675,2.3,Glass
00355,40.0948017,-86.0348548,7.5,Glass
00356,40.0957025,-86.034842,12.8,Glass
00357,40.0966034,-86.0348293,18.1,Glass
00358,40.0975042,-86.0348166,23.4,Glass
00359,40.0984051,-86.0348039,28.7,Glass
00360,40.1029092,-86.0347402,0.8,Glass
00361,40.1038101,-86.0347275,6.1,Glass
00362,40.1047109,-86.0347147,11.4,Glass
00363,40.1056118,-86.034702,16.7,Glass
00364,40.1101159,-86.0346383,2.3,Glass
00365,40.1110168,-86.0346256,7.6,Glass
00366,40.1119176,-86.0346129,12.9,Glass
00367,40.1128184,-86.0346001,18.2,Glass
00368,40.1137193,-86.0345874,23.5,Glass
00369,40.1146201,-86.0345746,28.8,Glass
00370,40.1155209,-86.0345619,34.1,Moderate
00371,40.1164218,-86.0345492,39.3,Moderate
00372,40.1173226,-86.0345364,44.6,Moderate
00373,40.1182234,-86.0345237,49.9,Moderate
00374,40.0938911,-86.0336945,0.5,Glass
00375,40.0947919,-86.0336818,5.8,Glass
00376,40.0956928,-86.0336691,11.0,Glass
00377,40.0965936,-86.0336563,16.3,Glass
00378,40.0974944,-86.0336436,21.6,Glass
00379,40.0983953,-86.0336308,26.9,Glass
00380,40.1101061,-86.0334651,0.4,Glass
00381,40.111007,-86.0334523,5.7,Glass
00382,40.1119078,-86.0334396,11.0,Glass
00383,40.1128086,-86.0334268,16.3,Glass
00384,40.1137095,-86.0334141,21.6,Glass
00385,40.1146103,-86.0334013,26.9,Glass
00386,40.1155111,-86.0333886,32.2,Glass
00387,40.116412,-86.0333758,37.4,Moderate
00388,40.1173128,-86.0333631,42.7,Moderate
00389,40.1182136,-86.0333503,48.0,Moderate
00390,40.1200153,-86.0333248,4.6,Glass
00391,40.0947821,-86.0325088,1.3,Glass
00392,40.095683,-86.0324961,6.6,Glass
00393,40.1109972,-86.0322791,3.9,Glass
00394,40.111898,-86.0322663,9.2,Glass
00395,40.1127988,-86.0322536,14.5,Glass
00396,40.1136997,-86.0322408,19.8,Glass
00397,40.1164022,-86.0322025,3.4,Glass
00398,40.117303,-86.0321897,8.7,Glass
00399,40.1182038,-86.0321769,14.0,Glass
00400,40.1191047,-86.0321642,19.3,Glass
00401,40.1200055,-86.0321514,24.6,Glass
00402,40.1209063,-86.0321386,29.9,Glass
00403,40.1218072,-86.0321258,35.2,Moderate
00404,40.112789,-86.0310803,4.2,Glass
00405,40.1136899,-86.0310675,9.5,Glass
00406,40.1163924,-86.0310291,5.0,Glass
00407,40.1172932,-86.0310164,10.2,Glass
00408,40.118194,-86.0310036,15.5,Glass
00409,40.1190949,-86.0309908,20.8,Glass
00410,40.1199957,-86.030978,26.1,Glass
00411,40.1208965,-86.0309652,31.4,Glass
00412,40.1217974,-86.0309524,36.7,Moderate
00413,40.1226982,-86.0309396,42.0,Moderate
00414,40.1154817,-86.0298686,0.9,Glass
00415,40.1163825,-86.0298558,6.2,Glass
00416,40.1172834,-86.029843,11.5,Glass
00417,40.1181842,-86.0298302,16.8,Glass
00418,40.119085,-86.0298174,22.1,Glass
00419,40.1199859,-86.0298046,27.3,Glass
00420,40.1208867,-86.0297918,32.6,Glass
00421,40.1217875,-86.029779,37.9,Moderate
00422,40.1226884,-86.0297662,43.2,Moderate
00423,40.1235892,-86.0297534,48.5,Moderate
00424,40.1389033,-86.0295356,3.6,Glass
00425,40.1398041,-86.0295227,8.9,Glass
00426,40.140705,-86.0295099,14.2,Glass
00427,40.1416058,-86.0294971,19.5,Glass
00428,40.1163727,-86.0286825,5.2,Glass
00429,40.1172735,-86.0286696,10.5,Glass
00430,40.1181744,-86.0286568,15.8,Glass
00431,40.1190752,-86.028644,21.1,Glass
00432,40.1226785,-86.0285927,2.4,Glass
00433,40.1235794,-86.0285799,7.7,Glass
00434,40.1244802,-86.0285671,13.0,Glass
00435,40.1352902,-86.0284132,3.0,Glass
00436,40.136191,-86.0284003,8.3,Glass
00437,40.1370918,-86.0283875,13.6,Glass
00438,40.1379926,-86.0283747,18.9,Glass
00439,40.1388935,-86.0283618,24.2,Glass
00440,40.1397943,-86.028349,29.5,Glass
00441,40.1406951,-86.0283362,34.8,Moderate
00442,40.141596,-86.0283233,40.1,Moderate
00443,40.1424968,-86.0283105,45.4,Moderate
00444,40.1433976,-86.0282977,50.7,Moderate
00445,40.1217679,-86.0274321,0.1,Glass
00446,40.1226687,-86.0274193,5.4,Glass
00447,40.1235695,-86.0274064,10.7,Glass
00448,40.1244703,-86.0273936,16.0,Glass
00449,40.1352803,-86.0272395,4.2,Glass
00450,40.1361811,-86.0272266,9.5,Glass
00451,40.137082,-86.0272138,14.8,Glass
00452,40.1379828,-86.027201,20.1,Glass
00453,40.1415861,-86.0271496,4.9,Glass
00454,40.121758,-86.0262587,2.0,Glass
00455,40.1226588,-86.0262458,7.3,Glass
00456,40.1235597,-86.026233,12.6,Glass
00457,40.1244605,-86.0262201,17.9,Glass
00458,40.1253613,-86.0262073,23.2,Glass
00459,40.1262621,-86.0261944,28.5,Glass
00460,40.127163,-86.0261816,33.8,Moderate
00461,40.132568,-86.0261044,0.7,Glass
00462,40.1334688,-86.0260916,6.0,Glass
00463,40.1343696,-86.0260787,11.3,Glass
00464,40.1352704,-86.0260658,16.6,Glass
00465,40.1217481,-86.0250853,3.7,Glass
00466,40.122649,-86.0250724,9.0,Glass
00467,40.1235498,-86.0250595,14.3,Glass
00468,40.1244506,-86.0250466,19.6,Glass
00469,40.1253514,-86.0250338,24.9,Glass
00470,40.1262523,-86.0250209,30.1,Glass
00471,40.1271531,-86.025008,35.4,Moderate
00472,40.1280539,-86.0249952,40.7,Moderate
00473,40.1325581,-86.0249308,0.8,Glass
00474,40.1334589,-86.0249179,6.1,Glass
00475,40.1343597,-86.024905,11.4,Glass
00476,40.1352606,-86.0248922,16.7,Glass
00477,40.1217382,-86.0239118,3.1,Glass
00478,40.1226391,-86.0238989,8.4,Glass
00479,40.1235399,-86.0238861,13.7,Glass
00480,40.1244407,-86.0238732,19.0,Glass
00481,40.1253416,-86.0238603,24.3,Glass
00482,40.1262424,-86.0238474,29.5,Glass
00483,40.1271432,-86.0238345,34.8,Moderate
00484,40.128044,-86.0238216,40.1,Moderate
00485,40.1289449,-86.0238087,45.4,Moderate
00486,40.1298457,-86.0237958,50.7,Moderate
00487,40.1307465,-86.023783,56.0,Moderate
00488,40.1316474,-86.0237701,61.3,Moderate
00489,40.1325482,-86.0237572,66.6,Rough
00490,40.133449,-86.0237443,71.9,Rough
00491,40.1217283,-86.0227384,1.6,Glass
00492,40.1226292,-86.0227255,6.9,Glass
00493,40.12353,-86.0227126,12.2,Glass
00494,40.1271333,-86.022661,2.2,Glass
00495,40.1280341,-86.0226481,7.5,Glass
00496,40.128935,-86.0226352,12.8,Glass
00497,40.1298358,-86.0226223,18.1,Glass
00498,40.1307366,-86.0226094,23.4,Glass
00499,40.1316375,-86.0225965,28.7,Glass
00500,40.1325383,-86.0225836,1.2,Glass
00501,40.1334391,-86.0225707,6.5,Glass
00502,40.1343399,-86.0225578,11.7,Glass
00503,40.1289251,-86.0214616,3.1,Glass
00504,40.1298259,-86.0214487,8.4,Glass
00505,40.1307267,-86.0214358,13.6,Glass
00506,40.1316275,-86.0214229,18.9,Glass
00507,40.1325284,-86.02141,1.3,Glass
00508,40.1334292,-86.021397,6.6,Glass
00509,40.13433,-86.0213841,11.9,Glass
00510,40.1352309,-86.0213712,17.2,Glass
00511,40.1361317,-86.0213583,22.4,Glass
00512,40.139735,-86.0213066,1.7,Glass
00513,40.1406358,-86.0212936,7.0,Glass
00514,40.1415366,-86.0212807,12.3,Glass
00515,40.1289151,-86.0202881,1.6,Glass
00516,40.129816,-86.0202751,6.9,Glass
00517,40.1307168,-86.0202622,12.2,Glass
00518,40.1316176,-86.0202493,17.5,Glass
00519,40.1334193,-86.0202234,0.2,Glass
00520,40.1343201,-86.0202105,5.5,Glass
00521,40.1352209,-86.0201975,10.8,Glass
00522,40.1361218,-86.0201846,16.1,Glass
00523,40.1370226,-86.0201716,21.4,Glass
00524,40.1388242,-86.0201458,4.0,Glass
00525,40.1397251,-86.0201328,9.3,Glass
00526,40.1406259,-86.0201199,14.6,Glass
00527,40.1415267,-86.0201069,19.9,Glass
00528,40.1343102,-86.0190368,2.2,Glass
00529,40.135211,-86.0190239,7.5,Glass
00530,40.1361118,-86.0190109,12.8,Glass
00531,40.1379135,-86.018985,3.9,Glass
00532,40.1388143,-86.018972,9.1,Glass
00533,40.1397151,-86.0189591,14.4,Glass
00534,40.140616,-86.0189461,19.7,Glass
00535,40.1415168,-86.0189332,25.0,Glass
00536,40.135201,-86.0178502,4.0,Glass
00537,40.1361019,-86.0178372,9.3,Glass
00538,40.1370027,-86.0178243,14.6,Glass
00539,40.1379035,-86.0178113,19.8,Glass
00540,40.1415068,-86.0177594,1.6,Glass
00541,40.1351911,-86.0166765,1.5,Glass
00542,40.1360919,-86.0166636,6.7,Glass
00543,40.1369927,-86.0166506,12.0,Glass
00544,40.1414969,-86.0165856,5.2,Glass
00545,40.1423977,-86.0165727,10.5,Glass
00546,40.1432985,-86.0165597,15.8,Glass
00547,40.1441993,-86.0165467,21.1,Glass
00548,40.1423877,-86.0153989,4.6,Glass
00549,40.1432885,-86.0153859,9.8,Glass
00550,40.1441894,-86.0153729,15.1,Glass
00551,40.1450902,-86.0153599,20.4,Glass
00552,40.1432786,-86.0142121,2.1,Glass
00553,40.1441794,-86.014199,7.4,Glass
00554,40.1450802,-86.014186,12.7,Glass
00555,40.1432686,-86.0130383,2.9,Glass
00556,40.1441694,-86.0130252,8.2,Glass
00557,40.1423477,-86.0107037,1.9,Glass
00558,40.1432485,-86.0106907,7.2,Glass
00559,40.1441493,-86.0106776,12.5,Glass
00560,40.1468518,-86.0106384,1.6,Glass
00561,40.1414368,-86.0095431,0.1,Glass
00562,40.1423377,-86.00953,5.4,Glass
00563,40.1432385,-86.0095169,10.7,Glass
00564,40.1441393,-86.0095038,16.0,Glass
00565,40.1468418,-86.0094645,1.2,Glass
00566,40.1477426,-86.0094515,0.1,Glass
00567,40.1468217,-86.0071168,0.0,Glass
00568,40.1468116,-86.005943,2.2,Glass
